id,pipeline,license,class,downloads,likes,url
hwjiang/Real3D,image-to-3d,mit,OPEN-SOURCE,0,19,https://huggingface.co/hwjiang/Real3D
jkulhanek/wild-gaussians,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/jkulhanek/wild-gaussians
fgkhvgkv/model,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/fgkhvgkv/model
ahmetyaylalioglu/multiview-diffusion-synthesis-LGM,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/ahmetyaylalioglu/multiview-diffusion-synthesis-LGM
vulture990/2D-image-3D,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/vulture990/2D-image-3D
vulture990/2D-3D,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/vulture990/2D-3D
xiaobiaodu/dreamcar123,image-to-3d,mit,OPEN-SOURCE,0,2,https://huggingface.co/xiaobiaodu/dreamcar123
LandonValentine604/LGM-test,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/LandonValentine604/LGM-test
LandonValentine604/LGM-full,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/LandonValentine604/LGM-full
nielsr/meshanythingv2,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/nielsr/meshanythingv2
jayc0207/LGM-full,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/jayc0207/LGM-full
Thever/LGM-Thever,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/Thever/LGM-Thever
kumarhans/LGM,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/kumarhans/LGM
jmlien/lgm-haha,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/jmlien/lgm-haha
huanngzh/Ouroboros3D-SVD-LGM,image-to-3d,apache-2.0,OPEN-SOURCE,0,2,https://huggingface.co/huanngzh/Ouroboros3D-SVD-LGM
OzeroDev/LGM-model,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/OzeroDev/LGM-model
a4mula/LGM-test,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/a4mula/LGM-test
hbyang/Hi3D,image-to-3d,mit,OPEN-SOURCE,0,5,https://huggingface.co/hbyang/Hi3D
bhuvanmdev/LGM-f,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/bhuvanmdev/LGM-f
mybluedog24/LGM-test,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/mybluedog24/LGM-test
roshikhan301/stable3d,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/roshikhan301/stable3d
yuxuanx/human3diffusion,image-to-3d,mit,OPEN-SOURCE,0,1,https://huggingface.co/yuxuanx/human3diffusion
heye0507/LucidFusion,image-to-3d,mit,OPEN-SOURCE,0,14,https://huggingface.co/heye0507/LucidFusion
wenqsun/DimensionX,image-to-3d,apache-2.0,OPEN-SOURCE,0,61,https://huggingface.co/wenqsun/DimensionX
yuxuanx/gen3diffusion,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/yuxuanx/gen3diffusion
OgSkqirt/Old1,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/OgSkqirt/Old1
xysun917/GDM-object,image-to-3d,mit,OPEN-SOURCE,0,1,https://huggingface.co/xysun917/GDM-object
xysun917/GDM-scene,image-to-3d,mit,OPEN-SOURCE,0,1,https://huggingface.co/xysun917/GDM-scene
TencentARC/FreeSplatter,image-to-3d,apache-2.0,OPEN-SOURCE,0,7,https://huggingface.co/TencentARC/FreeSplatter
Andyx/TEXGen,image-to-3d,apache-2.0,OPEN-SOURCE,0,6,https://huggingface.co/Andyx/TEXGen
Ashiedu/LGM-full,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/Ashiedu/LGM-full
kushbhargav/3d_image,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/kushbhargav/3d_image
Aethonixa/Synthara,image-to-3d,bsl-1.0,OPEN-SOURCE,0,0,https://huggingface.co/Aethonixa/Synthara
chernikov1/test,image-to-3d,apache-2.0,OPEN-SOURCE,0,1,https://huggingface.co/chernikov1/test
Inovira/Inovira.ia,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/Inovira/Inovira.ia
Mariam-Elz/CRM,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/Mariam-Elz/CRM
AntResearch/FLARE,image-to-3d,apache-2.0,OPEN-SOURCE,0,1,https://huggingface.co/AntResearch/FLARE
Yuyang-z/genxd,image-to-3d,apache-2.0,OPEN-SOURCE,0,18,https://huggingface.co/Yuyang-z/genxd
yxuan/Plane-DUSt3R,image-to-3d,mit,OPEN-SOURCE,0,2,https://huggingface.co/yxuan/Plane-DUSt3R
hyz317/StdGEN,image-to-3d,apache-2.0,OPEN-SOURCE,0,16,https://huggingface.co/hyz317/StdGEN
zhang3z/FLARE_NVS,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/zhang3z/FLARE_NVS
lzq49/VicaSplat,image-to-3d,apache-2.0,OPEN-SOURCE,0,1,https://huggingface.co/lzq49/VicaSplat
VAST-AI/TripoSF,image-to-3d,mit,OPEN-SOURCE,0,54,https://huggingface.co/VAST-AI/TripoSF
openvoyage/voyage-3d,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/openvoyage/voyage-3d
XNIBXL/MODEL2,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/XNIBXL/MODEL2
donydchen/matchnerf,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/donydchen/matchnerf
LutaoJiang/DiMeR,image-to-3d,apache-2.0,OPEN-SOURCE,0,5,https://huggingface.co/LutaoJiang/DiMeR
PromptTown/trellis-image-large,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/PromptTown/trellis-image-large
lhmd/ZPressor,image-to-3d,mit,OPEN-SOURCE,0,3,https://huggingface.co/lhmd/ZPressor
rishitdagli/squeeze3d,image-to-3d,apache-2.0,OPEN-SOURCE,0,2,https://huggingface.co/rishitdagli/squeeze3d
Manojb/trellis-normal-v0-1,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/Manojb/trellis-normal-v0-1
Manojb/TRELLIS,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/Manojb/TRELLIS
Manojb/3DTopia-XL,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/Manojb/3DTopia-XL
Hammad1234434/pakX,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/Hammad1234434/pakX
Skywork/Matrix-3D,image-to-3d,mit,OPEN-SOURCE,0,51,https://huggingface.co/Skywork/Matrix-3D
Louischong/Trellis-OA,image-to-3d,mit,OPEN-SOURCE,0,1,https://huggingface.co/Louischong/Trellis-OA
jev-aleks/SceneDINO,image-to-3d,apache-2.0,OPEN-SOURCE,0,1,https://huggingface.co/jev-aleks/SceneDINO
chijw/LangScene-X,image-to-3d,mit,OPEN-SOURCE,0,5,https://huggingface.co/chijw/LangScene-X
RoyYang0714/3D-MOOD,image-to-3d,apache-2.0,OPEN-SOURCE,0,2,https://huggingface.co/RoyYang0714/3D-MOOD
Gynjn/iLRM,image-to-3d,mit,OPEN-SOURCE,0,1,https://huggingface.co/Gynjn/iLRM
BatofGo/DeGauss_ckpts,image-to-3d,bsd-2-clause,OPEN-SOURCE,0,0,https://huggingface.co/BatofGo/DeGauss_ckpts
joonsu0109/vpocc-sscbench-kitti360,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/joonsu0109/vpocc-sscbench-kitti360
joonsu0109/vpocc-semantickitti,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/joonsu0109/vpocc-semantickitti
joonsu0109/vpocc-symphonies-maskdino,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/joonsu0109/vpocc-symphonies-maskdino
HorizonRobotics/Uni3R,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/HorizonRobotics/Uni3R
haoningwu/SceneGen,image-to-3d,mit,OPEN-SOURCE,0,12,https://huggingface.co/haoningwu/SceneGen
zhangganlin/vista_slam,image-to-3d,apache-2.0,OPEN-SOURCE,0,1,https://huggingface.co/zhangganlin/vista_slam
Stable-X/trellis-vggt-v0-1,image-to-3d,mit,OPEN-SOURCE,0,3,https://huggingface.co/Stable-X/trellis-vggt-v0-1
mystorm/FastVGGT,image-to-3d,mit,OPEN-SOURCE,0,2,https://huggingface.co/mystorm/FastVGGT
fcy99/RobustSplat-checkpoints,image-to-3d,mit,OPEN-SOURCE,0,2,https://huggingface.co/fcy99/RobustSplat-checkpoints
lhmd/VolSplat,image-to-3d,mit,OPEN-SOURCE,0,9,https://huggingface.co/lhmd/VolSplat
gulsahsak/1.1,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/gulsahsak/1.1
wlfeng/QuantVGGT,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/wlfeng/QuantVGGT
Fictionary/GeoSVR,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/Fictionary/GeoSVR
CaiYuanhao/DiffusionGS,image-to-3d,apache-2.0,OPEN-SOURCE,0,1,https://huggingface.co/CaiYuanhao/DiffusionGS
Stable-X/trellis-vggt-v0-2,image-to-3d,mit,OPEN-SOURCE,0,5,https://huggingface.co/Stable-X/trellis-vggt-v0-2
xishushu/SyncHuman,image-to-3d,mit,OPEN-SOURCE,0,4,https://huggingface.co/xishushu/SyncHuman
UniLat3D/UniLat3D,image-to-3d,mit,OPEN-SOURCE,0,2,https://huggingface.co/UniLat3D/UniLat3D
jayinnn/Skyfall-GS-ply,image-to-3d,apache-2.0,OPEN-SOURCE,0,4,https://huggingface.co/jayinnn/Skyfall-GS-ply
camenduru/SceneGen,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/camenduru/SceneGen
Caoza/PhysX-Anything,image-to-3d,mit,OPEN-SOURCE,0,9,https://huggingface.co/Caoza/PhysX-Anything
AIExxplorer/AIEXX_GENAI_IMAGE_TO_3D,image-to-3d,apache-2.0,OPEN-SOURCE,0,3,https://huggingface.co/AIExxplorer/AIEXX_GENAI_IMAGE_TO_3D
Goodsleepeverday/fastgs,image-to-3d,mit,OPEN-SOURCE,0,4,https://huggingface.co/Goodsleepeverday/fastgs
Intellindust/SKEL_CF_vitpose_H,image-to-3d,apache-2.0,OPEN-SOURCE,0,3,https://huggingface.co/Intellindust/SKEL_CF_vitpose_H
Livioni/OmniVGGT,image-to-3d,mit,OPEN-SOURCE,0,7,https://huggingface.co/Livioni/OmniVGGT
esther11/trellis-vggt-v0-2,image-to-3d,mit,OPEN-SOURCE,0,3,https://huggingface.co/esther11/trellis-vggt-v0-2
gum-tech/horizonnet-resnet50-rnn,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/gum-tech/horizonnet-resnet50-rnn
ZhijianShu/LiteVGGT,image-to-3d,mit,OPEN-SOURCE,0,2,https://huggingface.co/ZhijianShu/LiteVGGT
ziqima/Steer3D,image-to-3d,mit,OPEN-SOURCE,0,2,https://huggingface.co/ziqima/Steer3D
lizb6626/SS4D,image-to-3d,mit,OPEN-SOURCE,0,1,https://huggingface.co/lizb6626/SS4D
infinith/UltraShape,image-to-3d,apache-2.0,OPEN-SOURCE,0,114,https://huggingface.co/infinith/UltraShape
g3splat/g3splat,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/g3splat/g3splat
IntimeAI/Miro,image-to-3d,apache-2.0,OPEN-SOURCE,0,22,https://huggingface.co/IntimeAI/Miro
Menoviar28/menov1,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/Menoviar28/menov1
jc-builds/triposr-ios,image-to-3d,mit,OPEN-SOURCE,0,8,https://huggingface.co/jc-builds/triposr-ios
mexdyf/Sim-3DAfford,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/mexdyf/Sim-3DAfford
qq456cvb/img2cad,image-to-3d,mit,OPEN-SOURCE,0,1,https://huggingface.co/qq456cvb/img2cad
hbb1/Cupid,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/hbb1/Cupid
babayagaz/SyncDreamer,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/babayagaz/SyncDreamer
sada-group/CryoLithe,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/sada-group/CryoLithe
charshinbyte/Cupid,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/charshinbyte/Cupid
swum/InstantMesh,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/swum/InstantMesh
VAST-AI/AniGen,image-to-3d,mit,OPEN-SOURCE,0,14,https://huggingface.co/VAST-AI/AniGen
Therealsickonechase-bit/TSO,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/Therealsickonechase-bit/TSO
ImJongminPark/EcoSplat,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/ImJongminPark/EcoSplat
haofeixu/resplat,image-to-3d,mit,OPEN-SOURCE,0,10,https://huggingface.co/haofeixu/resplat
zjh21/UNICA,image-to-3d,mit,OPEN-SOURCE,0,2,https://huggingface.co/zjh21/UNICA
Christopher-Lim/GraphiContact,image-to-3d,mit,OPEN-SOURCE,0,1,https://huggingface.co/Christopher-Lim/GraphiContact
anhquancao/OccAny,image-to-3d,apache-2.0,OPEN-SOURCE,0,2,https://huggingface.co/anhquancao/OccAny
SeonghuJeon/GLD,image-to-3d,apache-2.0,OPEN-SOURCE,0,6,https://huggingface.co/SeonghuJeon/GLD
HorizonRobotics/3D-Fixer,image-to-3d,apache-2.0,OPEN-SOURCE,0,2,https://huggingface.co/HorizonRobotics/3D-Fixer
marstin/fast-spatial-mem,image-to-3d,apache-2.0,OPEN-SOURCE,0,4,https://huggingface.co/marstin/fast-spatial-mem
shipitirl/UltraShape,image-to-3d,apache-2.0,OPEN-SOURCE,0,1,https://huggingface.co/shipitirl/UltraShape
oxide-lab/TripoSR,image-to-3d,mit,OPEN-SOURCE,0,2,https://huggingface.co/oxide-lab/TripoSR
oxide-lab/Pi3,image-to-3d,bsd-2-clause,OPEN-SOURCE,0,0,https://huggingface.co/oxide-lab/Pi3
AIGeeksGroup/PartRAG,image-to-3d,mit,OPEN-SOURCE,0,1,https://huggingface.co/AIGeeksGroup/PartRAG
vincentqu/fastgs,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/vincentqu/fastgs
H-EmbodVis/HERMESV2,image-to-3d,apache-2.0,OPEN-SOURCE,0,1,https://huggingface.co/H-EmbodVis/HERMESV2
TencentARC/Pixal3D,image-to-3d,mit,OPEN-SOURCE,0,279,https://huggingface.co/TencentARC/Pixal3D
Fictionary/AmbiSuR,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/Fictionary/AmbiSuR
LuLing/IScene,image-to-3d,mit,OPEN-SOURCE,0,3,https://huggingface.co/LuLing/IScene
stevee00/InteriorGen3D,image-to-3d,mit,OPEN-SOURCE,0,1,https://huggingface.co/stevee00/InteriorGen3D
VAST-AI/LegoACE,image-to-3d,mit,OPEN-SOURCE,0,7,https://huggingface.co/VAST-AI/LegoACE
NicolasCC/HorizonStream,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/NicolasCC/HorizonStream
logonod/Pixal3D,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/logonod/Pixal3D
lhmd/TriSplat,image-to-3d,mit,OPEN-SOURCE,0,14,https://huggingface.co/lhmd/TriSplat
IVAN20260514/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/IVAN20260514/TRELLIS.2-4B
wjmenu/F3G-avatar,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/wjmenu/F3G-avatar
MaxeKorvi/Pixal3D,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/MaxeKorvi/Pixal3D
Pq234/Pixal3D,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/Pq234/Pixal3D
TuanNgo/VolFill,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/TuanNgo/VolFill
BtForest/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/BtForest/TRELLIS.2-4B
mlboydaisuke/TripoSplat-CoreAI,image-to-3d,mit,OPEN-SOURCE,0,4,https://huggingface.co/mlboydaisuke/TripoSplat-CoreAI
sarahyung/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/sarahyung/TRELLIS.2-4B
eadx/TripoSplat-CoreAI,image-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/eadx/TripoSplat-CoreAI
One-2-3-45/code,text-to-3d,mit,OPEN-SOURCE,0,18,https://huggingface.co/One-2-3-45/code
dylanebert/3dlfm,text-to-3d,bsd-3-clause,OPEN-SOURCE,0,9,https://huggingface.co/dylanebert/3dlfm
dylanebert/NeRFiller,text-to-3d,apache-2.0,OPEN-SOURCE,0,6,https://huggingface.co/dylanebert/NeRFiller
dylanebert/RichDreamer,text-to-3d,mit,OPEN-SOURCE,0,6,https://huggingface.co/dylanebert/RichDreamer
3DTopia/3DTopia,text-to-3d,apache-2.0,OPEN-SOURCE,0,25,https://huggingface.co/3DTopia/3DTopia
seungminh/zero123-pro_v1.0,text-to-3d,mit,OPEN-SOURCE,0,6,https://huggingface.co/seungminh/zero123-pro_v1.0
ashawkey/LGM,text-to-3d,mit,OPEN-SOURCE,0,161,https://huggingface.co/ashawkey/LGM
JCTN/LGM,text-to-3d,mit,OPEN-SOURCE,0,4,https://huggingface.co/JCTN/LGM
AlSr/HugFace01,text-to-3d,mit,OPEN-SOURCE,0,3,https://huggingface.co/AlSr/HugFace01
cebas/oneClick_Windows_ImageTo3D_install,text-to-3d,apache-2.0,OPEN-SOURCE,0,18,https://huggingface.co/cebas/oneClick_Windows_ImageTo3D_install
dylanebert/ManiGaussian,text-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/dylanebert/ManiGaussian
banzajteam/1,text-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/banzajteam/1
ZhenweiWang/Phidias-Diffusion,text-to-3d,mit,OPEN-SOURCE,0,7,https://huggingface.co/ZhenweiWang/Phidias-Diffusion
Scarface-team/Tunisia,text-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/Scarface-team/Tunisia
ZhiyuanthePony/TriplaneTurbo,text-to-3d,apache-2.0,OPEN-SOURCE,0,4,https://huggingface.co/ZhiyuanthePony/TriplaneTurbo
yejunliang23/Reward3D,text-to-3d,mit,OPEN-SOURCE,0,3,https://huggingface.co/yejunliang23/Reward3D
ymxbj/TexGaussian,text-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/ymxbj/TexGaussian
wst2001/OctGPT,text-to-3d,mit,OPEN-SOURCE,0,5,https://huggingface.co/wst2001/OctGPT
LeoXie/WorldGen,text-to-3d,apache-2.0,OPEN-SOURCE,0,15,https://huggingface.co/LeoXie/WorldGen
wilsonkpc98/DocumetPDF,text-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/wilsonkpc98/DocumetPDF
jetx/trellis-large,text-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/jetx/trellis-large
jetx/trellis-xlarge,text-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/jetx/trellis-xlarge
yejunliang23/3DVQVAE,text-to-3d,mit,OPEN-SOURCE,0,1,https://huggingface.co/yejunliang23/3DVQVAE
vonexel/smog,text-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/vonexel/smog
Manojb/TRELLIS-text-xlarge,text-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/Manojb/TRELLIS-text-xlarge
Manojb/TRELLIS-text-base,text-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/Manojb/TRELLIS-text-base
jjohnson5253/BrickGPTFork,text-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/jjohnson5253/BrickGPTFork
KevinHuang/OmniX,text-to-3d,apache-2.0,OPEN-SOURCE,0,4,https://huggingface.co/KevinHuang/OmniX
pudashi/3DGenMem,text-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/pudashi/3DGenMem
FishWoWater/TRELLIS-text-xlarge-voxhammer,text-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/FishWoWater/TRELLIS-text-xlarge-voxhammer
Mimi1782/CMO,text-to-3d,bsl-1.0,OPEN-SOURCE,0,0,https://huggingface.co/Mimi1782/CMO
EnyaWoooo/CTFlow,text-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/EnyaWoooo/CTFlow
Am-I-The-1/WorldGen,text-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/Am-I-The-1/WorldGen
jdhue/oneClick_Windows_ImageTo3D_install,text-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/jdhue/oneClick_Windows_ImageTo3D_install
Supramundaner/sk-adapter,text-to-3d,apache-2.0,OPEN-SOURCE,0,1,https://huggingface.co/Supramundaner/sk-adapter
georgeNakayama/GarmentParticles,text-to-3d,mit,OPEN-SOURCE,0,0,https://huggingface.co/georgeNakayama/GarmentParticles
TrNi/efficient-cube3d,text-to-3d,apache-2.0,OPEN-SOURCE,0,4,https://huggingface.co/TrNi/efficient-cube3d
yosepyossi/mvrag,text-to-3d,cc-by-4.0,permissive-CC,3,1,https://huggingface.co/yosepyossi/mvrag
Sihag/Hr,text-to-3d,cc-by-4.0,permissive-CC,0,0,https://huggingface.co/Sihag/Hr
jd-rodriguezp1234/Shap-MeD,text-to-3d,cc-by-4.0,permissive-CC,0,1,https://huggingface.co/jd-rodriguezp1234/Shap-MeD
facebook/VGGT-1B,image-to-3d,cc-by-nc-4.0,NON-COMMERCIAL,293435,114,https://huggingface.co/facebook/VGGT-1B
tencent/Hunyuan3D-2,image-to-3d,other,unknown,84968,1785,https://huggingface.co/tencent/Hunyuan3D-2
naver/MASt3R_ViTLarge_BaseDecoder_512_catmlpdpt_metric,image-to-3d,unknown,unknown,41310,19,https://huggingface.co/naver/MASt3R_ViTLarge_BaseDecoder_512_catmlpdpt_metric
tencent/Hunyuan3D-2.1,image-to-3d,other,unknown,33062,1037,https://huggingface.co/tencent/Hunyuan3D-2.1
facebook/map-anything,image-to-3d,cc-by-nc-4.0,NON-COMMERCIAL,31329,90,https://huggingface.co/facebook/map-anything
yyfz233/Pi3X,image-to-3d,cc-by-nc-4.0,NON-COMMERCIAL,30852,14,https://huggingface.co/yyfz233/Pi3X
siyan824/reloc3r-512,image-to-3d,unknown,unknown,28519,6,https://huggingface.co/siyan824/reloc3r-512
naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,image-to-3d,unknown,unknown,20179,17,https://huggingface.co/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt
tencent/Hunyuan3D-2mini,image-to-3d,other,unknown,19961,139,https://huggingface.co/tencent/Hunyuan3D-2mini
stabilityai/stable-fast-3d,image-to-3d,other,unknown,11721,805,https://huggingface.co/stabilityai/stable-fast-3d
andreca/hunyuan3d-2.1xet,image-to-3d,other,unknown,11105,2,https://huggingface.co/andreca/hunyuan3d-2.1xet
apple/Sharp,image-to-3d,apple-amlr,NON-COMMERCIAL,8170,391,https://huggingface.co/apple/Sharp
tencent/HunyuanWorld-1,image-to-3d,other,unknown,4220,602,https://huggingface.co/tencent/HunyuanWorld-1
zx1239856/PixARMesh-EdgeRunner,image-to-3d,cc-by-sa-4.0,other,3784,0,https://huggingface.co/zx1239856/PixARMesh-EdgeRunner
jedyang97/Fast3R_ViT_Large_512,image-to-3d,other,unknown,3244,28,https://huggingface.co/jedyang97/Fast3R_ViT_Large_512
tencent/Hunyuan3D-2mv,image-to-3d,other,unknown,3065,416,https://huggingface.co/tencent/Hunyuan3D-2mv
tencent/HY-World-2.0,image-to-3d,other,unknown,2714,676,https://huggingface.co/tencent/HY-World-2.0
tencent/HunyuanWorld-Mirror,image-to-3d,other,unknown,2413,459,https://huggingface.co/tencent/HunyuanWorld-Mirror
tencent/Hunyuan3D-Omni,image-to-3d,other,unknown,2296,171,https://huggingface.co/tencent/Hunyuan3D-Omni
Stable-X/vggt-object-v0-1,image-to-3d,unknown,unknown,2280,8,https://huggingface.co/Stable-X/vggt-object-v0-1
stabilityai/stable-point-aware-3d,image-to-3d,other,unknown,2102,347,https://huggingface.co/stabilityai/stable-point-aware-3d
bartowski/LLaMA-Mesh-GGUF,text-to-3d,llama3.1,other,1930,42,https://huggingface.co/bartowski/LLaMA-Mesh-GGUF
siyan824/slam3r_i2p,image-to-3d,unknown,unknown,1367,5,https://huggingface.co/siyan824/slam3r_i2p
yslan/STream3R,image-to-3d,other,unknown,1192,6,https://huggingface.co/yslan/STream3R
siyan824/slam3r_l2w,image-to-3d,unknown,unknown,1089,3,https://huggingface.co/siyan824/slam3r_l2w
facebook/VGGT-1B-Commercial,image-to-3d,other,unknown,991,74,https://huggingface.co/facebook/VGGT-1B-Commercial
Junyi42/MonST3R_PO-TA-S-W_ViTLarge_BaseDecoder_512_dpt,image-to-3d,cc-by-nc-sa-4.0,NON-COMMERCIAL,934,22,https://huggingface.co/Junyi42/MonST3R_PO-TA-S-W_ViTLarge_BaseDecoder_512_dpt
nvidia/vgg-ttt,image-to-3d,other,unknown,844,23,https://huggingface.co/nvidia/vgg-ttt
nvidia/dvlt,image-to-3d,other,unknown,774,41,https://huggingface.co/nvidia/dvlt
karimknaebel/surge-large,image-to-3d,cc-by-nc-4.0,NON-COMMERCIAL,748,3,https://huggingface.co/karimknaebel/surge-large
tencent/Hunyuan3D-1,image-to-3d,other,unknown,696,312,https://huggingface.co/tencent/Hunyuan3D-1
naver/DUSt3R_ViTLarge_BaseDecoder_512_linear,image-to-3d,unknown,unknown,528,0,https://huggingface.co/naver/DUSt3R_ViTLarge_BaseDecoder_512_linear
nvidia/Lyra-2.0,image-to-3d,unknown,unknown,526,330,https://huggingface.co/nvidia/Lyra-2.0
naver/DUSt3R_ViTLarge_BaseDecoder_224_linear,image-to-3d,unknown,unknown,479,0,https://huggingface.co/naver/DUSt3R_ViTLarge_BaseDecoder_224_linear
Zhengyi/LLaMA-Mesh,text-to-3d,llama3.1,other,459,184,https://huggingface.co/Zhengyi/LLaMA-Mesh
calcuis/hy3d-gguf,image-to-3d,other,unknown,453,31,https://huggingface.co/calcuis/hy3d-gguf
cocktailpeanut/sf3d,image-to-3d,other,unknown,451,12,https://huggingface.co/cocktailpeanut/sf3d
zxhezexin/openlrm-mix-base-1.1,image-to-3d,cc-by-nc-4.0,NON-COMMERCIAL,400,6,https://huggingface.co/zxhezexin/openlrm-mix-base-1.1
tencent/HY-Motion-1.0,text-to-3d,other,unknown,372,420,https://huggingface.co/tencent/HY-Motion-1.0
zxhezexin/openlrm-mix-small-1.1,image-to-3d,cc-by-nc-4.0,NON-COMMERCIAL,332,1,https://huggingface.co/zxhezexin/openlrm-mix-small-1.1
kvuong2711/checkpoint-aerial-mast3r,image-to-3d,unknown,unknown,322,1,https://huggingface.co/kvuong2711/checkpoint-aerial-mast3r
mrokuss/VoxTell,text-to-3d,cc-by-nc-sa-4.0,NON-COMMERCIAL,312,16,https://huggingface.co/mrokuss/VoxTell
lch01/StreamVGGT,image-to-3d,cc-by-nc-4.0,NON-COMMERCIAL,287,13,https://huggingface.co/lch01/StreamVGGT
